date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2017-12-08,29,18,0.0,8.7,6,63,10:37 PM,11:15 AM,07:02 AM,05:25 PM,-5,23,23,24,11,2,15,0.0,1015,29,10,284,9,India
2017-12-09,31,21,0.0,8.7,7,56,11:39 PM,12:00 PM,07:02 AM,05:25 PM,-1,25,25,26,4,0,17,0.0,1015,31,10,162,4,India
2017-12-10,32,23,0.0,8.7,7,48,No moonrise,12:40 PM,07:03 AM,05:25 PM,3,26,26,27,5,0,22,0.0,1015,32,10,102,4,India
2017-12-11,22,19,0.0,8.7,6,41,12:37 AM,01:17 PM,07:04 AM,05:25 PM,2,22,22,22,5,27,28,1.1,1014,22,10,79,4,India
2017-12-12,24,18,0.0,8.7,6,34,01:34 AM,01:52 PM,07:04 AM,05:26 PM,11,21,22,21,8,23,54,1.5,1015,24,10,214,6,India
2017-12-13,26,17,0.0,8.7,6,27,02:29 AM,02:27 PM,07:05 AM,05:26 PM,11,22,22,21,10,2,53,0.0,1017,26,10,333,9,India
2017-12-14,25,16,0.0,8.7,6,19,03:23 AM,03:02 PM,07:06 AM,05:26 PM,7,21,21,21,11,0,41,0.0,1019,25,10,321,9,India
2017-12-15,22,14,0.0,8.7,5,12,04:16 AM,03:39 PM,07:06 AM,05:27 PM,3,19,19,19,13,7,36,0.0,1019,22,10,318,11,India
2017-12-16,24,15,0.0,8.7,6,5,05:09 AM,04:18 PM,07:07 AM,05:27 PM,-1,19,19,19,16,0,26,0.0,1021,24,10,303,14,India
2017-12-17,25,15,0.0,8.7,6,0,06:02 AM,04:59 PM,07:08 AM,05:27 PM,-3,20,20,20,14,0,21,0.0,1021,25,10,296,12,India
2017-12-18,28,17,0.0,8.7,6,0,06:53 AM,05:44 PM,07:08 AM,05:28 PM,-2,22,22,22,13,0,19,0.0,1019,28,10,293,11,India
2017-12-19,26,17,0.0,8.7,6,2,07:43 AM,06:30 PM,07:09 AM,05:28 PM,-2,21,21,21,13,19,20,0.0,1018,26,10,301,9,India
2017-12-20,26,18,0.0,8.7,6,10,08:30 AM,07:20 PM,07:09 AM,05:29 PM,-1,21,21,21,9,34,24,0.0,1020,26,10,277,6,India
2017-12-21,29,20,0.0,8.7,6,17,09:15 AM,08:11 PM,07:10 AM,05:29 PM,2,23,23,23,9,8,25,0.0,1020,29,10,262,6,India
2017-12-22,27,17,0.0,8.7,6,24,09:57 AM,09:04 PM,07:10 AM,05:30 PM,3,22,22,22,15,8,30,0.0,1018,27,10,295,12,India
2017-12-23,28,17,0.0,8.7,6,31,10:36 AM,09:57 PM,07:11 AM,05:30 PM,3,22,22,22,11,0,28,0.0,1015,28,10,284,10,India
2017-12-24,29,20,0.0,8.7,6,39,11:14 AM,10:51 PM,07:11 AM,05:31 PM,1,23,23,23,4,1,23,0.0,1015,29,10,196,4,India
2017-12-25,26,19,0.0,8.7,6,46,11:50 AM,11:46 PM,07:12 AM,05:31 PM,3,22,22,22,9,0,29,0.0,1017,26,10,308,8,India
2017-12-26,28,16,0.0,8.7,6,53,12:25 PM,No moonset,07:12 AM,05:32 PM,2,22,22,22,7,2,27,0.0,1017,28,10,295,6,India
2017-12-27,25,16,0.0,8.7,6,61,01:02 PM,12:43 AM,07:12 AM,05:33 PM,-2,20,20,20,4,25,23,0.0,1016,25,10,242,3,India
2017-12-28,29,16,0.0,8.7,6,68,01:41 PM,01:42 AM,07:13 AM,05:33 PM,2,21,21,22,5,14,28,0.0,1016,29,10,220,4,India
2017-12-29,28,20,0.0,8.7,7,75,02:23 PM,02:43 AM,07:13 AM,05:34 PM,6,24,24,24,5,0,32,0.0,1016,28,10,251,4,India
2017-12-30,27,19,0.0,8.7,6,82,03:10 PM,03:48 AM,07:14 AM,05:34 PM,7,23,23,23,4,0,35,0.0,1017,27,10,318,4,India
2017-12-31,26,15,0.0,8.7,6,86,04:02 PM,04:54 AM,07:14 AM,05:35 PM,3,21,21,20,4,5,32,0.0,1015,26,10,309,4,India
2018-01-01,26,17,0.0,8.7,6,97,05:01 PM,06:02 AM,07:14 AM,05:36 PM,3,21,21,21,4,0,30,0.0,1014,26,10,307,4,India
2018-01-02,24,16,0.0,8.7,6,100,06:05 PM,07:07 AM,07:14 AM,05:36 PM,5,20,20,20,5,0,37,0.0,1015,24,10,229,4,India
2018-01-03,25,16,0.0,8.7,6,89,07:12 PM,08:08 AM,07:15 AM,05:37 PM,6,20,20,20,7,0,41,0.0,1015,25,10,300,6,India
2018-01-04,27,16,0.0,8.7,6,81,08:19 PM,09:03 AM,07:15 AM,05:38 PM,4,21,21,21,5,0,35,0.0,1015,27,10,209,4,India
2018-01-05,26,14,0.0,8.7,6,74,09:24 PM,09:53 AM,07:15 AM,05:39 PM,5,20,20,20,4,1,38,0.0,1014,26,10,165,3,India
2018-01-06,25,16,0.0,8.7,6,67,10:26 PM,10:36 AM,07:15 AM,05:39 PM,5,20,20,20,7,0,39,0.0,1014,25,10,319,6,India
2018-01-07,23,14,0.0,8.7,5,59,11:26 PM,11:16 AM,07:15 AM,05:40 PM,4,19,19,19,10,0,40,0.0,1014,23,10,290,9,India
2018-01-08,24,14,0.0,8.7,6,52,No moonrise,11:53 AM,07:15 AM,05:41 PM,2,19,19,19,8,0,32,0.0,1016,24,10,295,7,India
2018-01-09,24,15,0.0,8.7,6,45,12:22 AM,12:28 PM,07:15 AM,05:42 PM,3,19,20,19,8,0,33,0.0,1018,24,10,295,7,India
2018-01-10,24,13,0.0,8.7,5,38,01:18 AM,01:04 PM,07:15 AM,05:42 PM,-1,18,19,18,13,3,28,0.0,1018,24,10,284,10,India
2018-01-11,25,13,0.0,8.7,5,30,02:11 AM,01:40 PM,07:15 AM,05:43 PM,-2,18,18,18,14,4,27,0.0,1016,25,10,285,11,India
2018-01-12,25,14,0.0,8.7,5,23,03:05 AM,02:18 PM,07:15 AM,05:44 PM,-1,18,18,18,11,16,27,0.0,1015,25,10,270,7,India
2018-01-13,27,18,0.0,8.7,6,16,03:57 AM,02:58 PM,07:15 AM,05:45 PM,5,22,22,22,7,0,34,0.0,1016,27,10,293,6,India
2018-01-14,26,16,0.0,8.7,6,9,04:49 AM,03:42 PM,07:15 AM,05:46 PM,4,21,21,21,8,0,34,0.0,1016,26,10,287,7,India
2018-01-15,25,16,0.0,8.7,6,1,05:39 AM,04:27 PM,07:15 AM,05:46 PM,3,20,20,20,12,0,33,0.0,1016,25,10,285,10,India
2018-01-16,27,14,0.0,8.7,6,0,06:27 AM,05:16 PM,07:15 AM,05:47 PM,-1,20,20,20,9,0,25,0.0,1013,27,10,215,8,India
2018-01-17,26,15,0.0,8.7,6,0,07:13 AM,06:07 PM,07:15 AM,05:48 PM,7,20,21,20,10,1,43,0.0,1014,26,10,140,8,India
2018-01-18,30,17,0.0,8.7,6,6,07:56 AM,06:59 PM,07:15 AM,05:49 PM,10,23,23,23,6,1,47,0.0,1015,30,10,263,5,India
2018-01-19,28,19,0.0,8.7,6,13,08:37 AM,07:53 PM,07:15 AM,05:50 PM,11,23,23,23,8,0,50,0.0,1015,28,10,299,7,India
2018-01-20,26,15,0.0,8.7,6,20,09:15 AM,08:46 PM,07:14 AM,05:51 PM,4,20,20,20,10,0,34,0.0,1015,26,10,283,9,India
2018-01-21,27,16,0.0,8.7,6,28,09:51 AM,09:41 PM,07:14 AM,05:51 PM,0,21,21,21,6,0,26,0.0,1014,27,10,207,5,India
2018-01-22,28,17,0.0,8.7,6,35,10:27 AM,10:36 PM,07:14 AM,05:52 PM,6,21,21,21,7,1,39,0.0,1013,28,10,146,5,India
2018-01-23,16,14,0.0,8.7,4,42,11:02 AM,11:33 PM,07:14 AM,05:53 PM,8,15,15,15,12,34,63,6.7,1011,16,10,131,8,India
2018-01-24,22,12,0.0,8.7,5,49,11:39 AM,No moonset,07:13 AM,05:54 PM,11,17,18,17,8,3,70,0.2,1014,22,10,289,7,India
2018-01-25,22,14,0.0,8.7,5,57,12:18 PM,12:31 AM,07:13 AM,05:55 PM,9,18,19,18,11,0,59,0.0,1013,22,10,260,10,India
2018-01-26,25,16,0.0,8.7,6,64,01:01 PM,01:32 AM,07:12 AM,05:56 PM,8,20,21,20,4,0,47,0.0,1014,25,10,259,3,India
2018-01-27,25,15,0.0,8.7,6,71,01:49 PM,02:35 AM,07:12 AM,05:56 PM,5,19,19,19,6,0,40,0.0,1013,25,10,322,5,India
2018-01-28,26,16,0.0,8.7,6,78,02:42 PM,03:40 AM,07:12 AM,05:57 PM,5,21,21,20,6,0,38,0.0,1014,26,10,301,5,India
2018-01-29,27,16,0.0,8.7,6,86,03:42 PM,04:44 AM,07:11 AM,05:58 PM,6,21,21,21,10,0,39,0.0,1016,27,10,295,8,India
2018-01-30,28,17,0.0,8.7,6,93,04:46 PM,05:47 AM,07:11 AM,05:59 PM,5,22,22,21,15,1,35,0.0,1015,28,10,290,12,India
2018-01-31,25,15,0.0,8.5,5,97,05:54 PM,06:45 AM,07:10 AM,06:00 PM,4,19,20,19,23,29,36,0.0,1014,25,10,294,15,India
2018-02-01,30,20,0.0,10.9,7,88,07:01 PM,07:39 AM,07:10 AM,06:00 PM,8,24,24,24,9,0,36,0.0,1014,30,10,314,7,India
2018-02-02,26,18,0.0,8.5,5,81,08:06 PM,08:26 AM,07:09 AM,06:01 PM,7,22,22,22,10,47,40,0.0,1012,26,10,314,7,India
2018-02-03,28,17,0.0,10.9,6,73,09:09 PM,09:09 AM,07:08 AM,06:02 PM,6,23,23,22,9,1,36,0.0,1015,28,10,325,8,India
2018-02-04,25,14,0.0,11.0,6,66,10:09 PM,09:48 AM,07:08 AM,06:03 PM,4,19,20,19,11,3,36,0.0,1015,25,10,303,8,India
2018-02-05,25,15,0.0,10.1,5,58,11:07 PM,10:25 AM,07:07 AM,06:04 PM,1,19,19,19,9,29,30,0.0,1018,25,10,308,6,India
2018-02-06,24,17,0.0,11.0,6,51,No moonrise,11:02 AM,07:07 AM,06:04 PM,-1,19,19,19,15,37,26,0.0,1017,24,10,282,10,India
2018-02-07,26,15,0.0,11.0,6,43,12:03 AM,11:39 AM,07:06 AM,06:05 PM,1,20,20,20,12,0,28,0.0,1015,26,10,300,10,India
2018-02-08,24,17,0.0,10.1,5,36,12:57 AM,12:16 PM,07:05 AM,06:06 PM,1,20,20,20,7,17,28,0.0,1014,24,10,311,5,India
2018-02-09,28,15,0.0,11.0,6,28,01:51 AM,12:56 PM,07:04 AM,06:07 PM,1,21,21,21,6,1,27,0.0,1013,28,10,278,5,India
2018-02-10,28,17,0.0,11.0,6,20,02:43 AM,01:39 PM,07:04 AM,06:07 PM,3,21,21,22,4,5,29,0.0,1016,28,10,112,3,India
2018-02-11,27,17,0.0,11.1,6,13,03:34 AM,02:23 PM,07:03 AM,06:08 PM,5,20,20,20,16,10,39,0.0,1015,27,10,105,11,India
2018-02-12,21,15,0.0,11.1,4,5,04:23 AM,03:11 PM,07:02 AM,06:09 PM,13,18,18,18,18,21,74,6.9,1018,21,10,112,14,India
2018-02-13,25,17,0.0,10.1,5,0,05:10 AM,04:01 PM,07:01 AM,06:10 PM,11,21,22,21,9,11,56,0.0,1022,25,10,226,8,India
2018-02-14,24,16,0.0,11.1,6,0,05:54 AM,04:53 PM,07:01 AM,06:10 PM,9,20,21,20,14,1,51,0.0,1021,24,10,306,12,India
2018-02-15,25,16,0.0,11.1,6,0,06:35 AM,05:47 PM,07:00 AM,06:11 PM,8,20,20,20,15,4,47,0.0,1019,25,10,299,12,India
2018-02-16,28,17,0.0,11.5,6,2,07:15 AM,06:41 PM,06:59 AM,06:12 PM,8,23,23,22,10,2,41,0.0,1017,28,10,297,8,India
2018-02-17,30,18,0.0,11.6,6,10,07:52 AM,07:37 PM,06:58 AM,06:13 PM,9,23,23,23,12,4,43,0.0,1012,30,10,248,8,India
2018-02-18,31,18,0.0,11.6,7,17,08:28 AM,08:32 PM,06:57 AM,06:13 PM,10,23,23,23,9,4,43,0.0,1012,31,10,223,7,India
2018-02-19,28,16,0.0,11.6,6,25,09:04 AM,09:29 PM,06:56 AM,06:14 PM,5,22,22,22,7,24,34,0.0,1013,28,10,286,4,India
2018-02-20,30,19,0.0,10.2,6,32,09:41 AM,10:26 PM,06:55 AM,06:15 PM,7,24,24,24,7,26,34,0.0,1013,30,10,272,5,India
2018-02-21,32,19,0.0,11.6,7,40,10:18 AM,11:25 PM,06:54 AM,06:15 PM,9,26,26,25,6,13,37,0.0,1011,32,10,221,4,India
2018-02-22,33,23,0.0,11.6,7,47,10:59 AM,No moonset,06:53 AM,06:16 PM,11,27,27,27,6,7,37,0.0,1009,33,10,165,4,India
2018-02-23,32,21,0.0,11.6,7,55,11:44 AM,12:26 AM,06:53 AM,06:17 PM,11,27,27,26,8,16,40,0.0,1010,32,10,66,5,India
2018-02-24,33,22,0.0,11.6,6,62,12:33 PM,01:28 AM,06:52 AM,06:17 PM,13,27,27,26,11,20,46,0.7,1012,33,10,101,8,India
2018-02-25,31,21,0.0,11.6,6,70,01:28 PM,02:30 AM,06:51 AM,06:18 PM,13,26,26,26,11,5,47,2.5,1015,31,10,207,9,India
2018-02-26,31,18,0.0,11.6,7,77,02:28 PM,03:32 AM,06:50 AM,06:19 PM,11,25,25,25,14,2,44,0.0,1013,31,10,295,12,India
2018-02-27,34,20,0.0,11.6,7,85,03:33 PM,04:30 AM,06:49 AM,06:19 PM,11,27,27,27,12,4,38,0.0,1012,34,10,298,9,India
2018-02-28,32,20,0.0,11.6,7,93,04:38 PM,05:24 AM,06:48 AM,06:20 PM,12,26,26,26,6,20,44,0.0,1012,32,10,215,4,India
2018-03-01,31,22,0.0,11.6,7,96,05:45 PM,06:13 AM,06:46 AM,06:21 PM,11,27,27,26,7,14,41,0.0,1010,31,10,245,6,India
2018-03-02,35,23,0.0,11.6,8,100,06:49 PM,06:58 AM,06:45 AM,06:21 PM,11,28,28,28,9,4,36,0.0,1009,35,10,254,6,India
2018-03-03,33,23,0.0,11.6,7,89,07:51 PM,07:40 AM,06:44 AM,06:22 PM,9,27,27,27,9,26,33,0.0,1007,33,10,221,7,India
2018-03-04,32,20,0.0,11.6,6,82,08:51 PM,08:19 AM,06:43 AM,06:23 PM,11,26,26,25,9,17,42,7.0,1008,32,9,211,7,India
2018-03-05,31,20,0.0,11.6,7,74,09:49 PM,08:57 AM,06:42 AM,06:23 PM,8,26,26,26,10,1,34,0.0,1012,31,10,311,8,India
2018-03-06,31,21,0.0,11.6,7,67,10:46 PM,09:34 AM,06:41 AM,06:24 PM,6,25,25,25,14,17,31,0.0,1013,31,10,304,10,India
2018-03-07,34,20,0.0,11.6,7,60,11:41 PM,10:12 AM,06:40 AM,06:24 PM,7,26,26,27,11,1,29,0.0,1012,34,10,270,9,India
2018-03-08,36,24,0.0,11.6,8,53,No moonrise,10:52 AM,06:39 AM,06:25 PM,7,28,28,29,5,1,26,0.0,1013,36,10,101,4,India
2018-03-09,34,25,0.0,11.6,8,45,12:34 AM,11:34 AM,06:38 AM,06:26 PM,6,27,27,29,8,4,25,0.0,1012,34,10,265,7,India
2018-03-10,36,20,0.0,11.6,8,38,01:27 AM,12:17 PM,06:37 AM,06:26 PM,5,27,27,28,12,14,24,0.0,1012,36,10,313,10,India
2018-03-11,37,24,0.0,11.6,8,31,02:17 AM,01:04 PM,06:36 AM,06:27 PM,7,29,29,30,10,1,26,0.0,1011,37,10,301,8,India
2018-03-12,37,25,0.0,11.6,8,24,03:05 AM,01:54 PM,06:34 AM,06:28 PM,7,30,30,31,9,0,24,0.0,1010,37,10,300,7,India
2018-03-13,40,26,0.0,11.6,9,16,03:50 AM,02:45 PM,06:33 AM,06:28 PM,7,32,32,33,7,0,21,0.0,1008,40,10,216,6,India
2018-03-14,39,27,0.0,11.6,8,9,04:32 AM,03:38 PM,06:32 AM,06:29 PM,3,31,31,32,9,0,18,0.0,1007,39,10,194,7,India
2018-03-15,36,26,0.0,11.6,8,2,05:12 AM,04:32 PM,06:31 AM,06:29 PM,3,29,29,31,12,1,18,0.0,1008,36,10,250,10,India
2018-03-16,34,24,0.0,11.6,8,0,05:51 AM,05:28 PM,06:30 AM,06:30 PM,5,27,27,28,9,3,25,0.0,1008,34,10,279,8,India
2018-03-17,34,24,0.0,11.6,8,0,06:27 AM,06:24 PM,06:29 AM,06:30 PM,2,27,27,29,12,0,18,0.0,1010,34,10,310,11,India
2018-03-18,36,23,0.0,11.6,8,5,07:04 AM,07:21 PM,06:28 AM,06:31 PM,2,28,28,30,12,0,17,0.0,1011,36,10,270,10,India
2018-03-19,37,26,0.0,11.6,8,13,07:40 AM,08:19 PM,06:26 AM,06:32 PM,2,30,30,32,7,2,16,0.0,1012,37,10,239,6,India
2018-03-20,37,25,0.0,11.6,8,20,08:18 AM,09:20 PM,06:25 AM,06:32 PM,3,29,29,31,5,5,18,0.0,1009,37,10,188,4,India
2018-03-21,33,24,0.0,11.6,6,27,08:58 AM,10:20 PM,06:24 AM,06:33 PM,7,27,27,28,10,14,28,0.7,1007,33,10,200,8,India
2018-03-22,33,22,0.0,11.6,7,34,09:42 AM,11:23 PM,06:23 AM,06:33 PM,9,27,27,27,12,13,35,0.0,1008,33,10,269,9,India
2018-03-23,34,22,0.0,11.6,8,42,10:30 AM,No moonset,06:22 AM,06:34 PM,10,28,28,28,11,3,34,0.0,1009,34,10,304,10,India
2018-03-24,37,24,0.0,11.6,8,49,11:23 AM,12:24 AM,06:21 AM,06:34 PM,8,29,29,30,11,1,26,0.0,1012,37,10,303,9,India
2018-03-25,37,26,0.0,11.6,8,56,12:19 PM,01:25 AM,06:20 AM,06:35 PM,5,30,30,32,12,0,21,0.0,1013,37,10,304,10,India
2018-03-26,40,26,0.0,11.6,9,63,01:21 PM,02:23 AM,06:18 AM,06:36 PM,2,31,31,33,10,0,16,0.0,1011,40,10,291,9,India
2018-03-27,42,27,0.0,11.6,9,71,02:24 PM,03:17 AM,06:17 AM,06:36 PM,-2,34,34,35,8,0,11,0.0,1007,42,10,260,6,India
2018-03-28,42,27,0.0,11.6,9,78,03:28 PM,04:06 AM,06:16 AM,06:37 PM,-4,34,34,35,9,1,9,0.0,1006,42,10,255,8,India
2018-03-29,37,23,0.0,11.6,8,85,04:31 PM,04:51 AM,06:15 AM,06:37 PM,1,33,33,34,11,0,12,0.0,1006,37,10,307,10,India
2018-03-30,38,24,0.0,11.6,8,93,05:34 PM,05:33 AM,06:14 AM,06:38 PM,1,32,32,34,13,0,13,0.0,1004,38,10,243,11,India
2018-03-31,36,23,0.0,11.6,8,96,06:34 PM,06:12 AM,06:13 AM,06:38 PM,7,33,33,34,11,0,19,0.0,1006,36,10,89,9,India
2018-04-01,37,27,0.0,11.6,8,89,07:34 PM,06:50 AM,06:12 AM,06:39 PM,11,33,33,33,13,0,26,0.0,1008,37,10,118,10,India
2018-04-02,37,24,0.0,11.6,8,81,08:31 PM,07:28 AM,06:10 AM,06:39 PM,12,34,34,35,10,5,27,0.0,1008,37,10,113,8,India
2018-04-03,39,26,0.0,11.6,8,74,09:29 PM,08:06 AM,06:09 AM,06:40 PM,9,33,33,33,11,24,24,0.0,1006,39,10,201,8,India
2018-04-04,39,27,0.0,11.6,9,66,10:24 PM,08:45 AM,06:08 AM,06:41 PM,12,37,37,36,9,3,25,0.0,1004,39,10,149,8,India
2018-04-05,39,28,0.0,11.6,9,59,11:18 PM,09:27 AM,06:07 AM,06:41 PM,11,36,36,36,8,3,22,0.1,1003,39,10,121,7,India
2018-04-06,39,28,0.0,11.6,7,51,No moonrise,10:10 AM,06:06 AM,06:42 PM,13,34,34,34,15,10,30,3.1,1005,39,10,151,12,India
2018-04-07,37,25,0.0,11.6,8,44,12:09 AM,10:56 AM,06:05 AM,06:42 PM,14,33,33,32,10,9,35,0.2,1008,37,10,123,8,India
2018-04-08,37,26,0.0,11.6,8,36,12:58 AM,11:45 AM,06:04 AM,06:43 PM,13,32,32,33,13,7,32,0.0,1008,37,10,110,11,India
2018-04-09,37,26,0.0,11.6,8,28,01:45 AM,12:35 PM,06:03 AM,06:43 PM,13,33,33,33,11,9,32,0.0,1009,37,10,89,9,India
2018-04-10,39,25,0.0,11.6,9,21,02:27 AM,01:28 PM,06:02 AM,06:44 PM,13,34,34,34,6,6,29,0.0,1007,39,10,123,6,India
2018-04-11,38,28,0.0,12.4,7,13,03:08 AM,02:21 PM,06:00 AM,06:44 PM,14,32,32,32,11,30,35,0.6,1007,38,10,116,10,India
2018-04-12,37,27,0.0,12.9,8,6,03:47 AM,03:16 PM,05:59 AM,06:45 PM,12,32,32,33,8,8,29,0.0,1006,37,10,153,7,India
2018-04-13,38,30,0.0,12.9,8,0,04:24 AM,04:12 PM,05:58 AM,06:46 PM,1,32,32,33,9,11,14,0.0,1007,38,10,293,8,India
2018-04-14,41,28,0.0,12.9,9,0,05:00 AM,05:09 PM,05:57 AM,06:46 PM,2,33,33,35,10,13,13,0.0,1006,41,10,221,9,India
2018-04-15,43,34,0.0,12.9,10,0,05:37 AM,06:07 PM,05:56 AM,06:47 PM,7,38,38,39,6,2,15,0.0,1005,43,10,269,5,India
2018-04-16,44,32,0.0,12.9,9,1,06:14 AM,07:08 PM,05:55 AM,06:47 PM,5,36,36,37,9,5,15,0.2,1005,44,10,116,8,India
2018-04-17,41,30,0.0,12.9,9,9,06:55 AM,08:10 PM,05:54 AM,06:48 PM,7,35,35,36,12,6,18,0.0,1006,41,10,218,10,India
2018-04-18,41,32,0.0,13.0,9,17,07:38 AM,09:14 PM,05:53 AM,06:49 PM,4,35,35,36,18,2,14,0.0,1006,41,10,319,15,India
2018-04-19,41,32,0.0,13.0,9,24,08:25 AM,10:18 PM,05:52 AM,06:49 PM,5,36,36,37,11,3,15,0.0,1002,41,10,258,9,India
2018-04-20,39,31,0.0,13.0,9,32,09:18 AM,11:21 PM,05:51 AM,06:50 PM,4,34,34,35,22,1,15,0.5,1002,39,10,185,18,India
2018-04-21,39,29,0.0,13.0,9,39,10:14 AM,No moonset,05:50 AM,06:50 PM,3,32,32,34,15,0,17,0.0,1006,39,10,321,13,India
2018-04-22,38,28,0.0,13.0,9,47,11:15 AM,12:20 AM,05:49 AM,06:51 PM,1,31,31,33,15,0,14,0.0,1007,38,10,306,13,India
2018-04-23,40,29,0.0,13.0,9,54,12:17 PM,01:15 AM,05:48 AM,06:51 PM,-1,34,34,35,14,0,11,0.0,1006,40,10,300,13,India
2018-04-24,43,32,0.0,13.1,9,62,01:20 PM,02:05 AM,05:47 AM,06:52 PM,-1,37,37,37,12,1,9,0.0,1004,43,10,303,10,India
2018-04-25,44,32,0.0,13.1,10,69,02:22 PM,02:50 AM,05:46 AM,06:53 PM,-5,38,38,38,11,4,7,0.0,1002,44,10,254,8,India
2018-04-26,47,34,0.0,13.1,10,77,03:24 PM,03:32 AM,05:45 AM,06:53 PM,-2,42,42,41,7,2,7,0.0,1000,47,10,147,6,India
2018-04-27,44,31,0.0,13.1,10,85,04:23 PM,04:10 AM,05:45 AM,06:54 PM,10,38,38,38,13,6,19,0.0,1003,44,10,118,11,India
2018-04-28,46,33,0.0,13.1,10,92,05:22 PM,04:47 AM,05:44 AM,06:54 PM,11,41,41,40,14,1,20,0.0,1003,46,10,132,13,India
2018-04-29,44,34,0.0,13.1,10,100,06:19 PM,05:25 AM,05:43 AM,06:55 PM,13,41,41,39,9,3,23,0.0,1000,44,10,197,8,India
2018-04-30,44,34,0.0,13.1,10,100,07:17 PM,06:02 AM,05:42 AM,06:56 PM,12,40,40,39,13,3,21,0.1,999,44,10,142,12,India
2018-05-01,46,32,0.0,13.2,10,89,08:13 PM,06:40 AM,05:41 AM,06:56 PM,14,40,40,38,16,0,26,0.0,1001,46,10,121,14,India
2018-05-02,46,32,0.0,13.2,9,82,09:08 PM,07:21 AM,05:40 AM,06:57 PM,13,38,38,37,14,6,24,0.0,1003,46,10,110,12,India
2018-05-03,41,32,0.0,13.2,8,75,10:01 PM,08:03 AM,05:39 AM,06:57 PM,11,36,36,36,17,7,23,3.2,1004,41,10,122,14,India
2018-05-04,42,30,0.0,13.2,9,68,10:51 PM,08:49 AM,05:39 AM,06:58 PM,14,37,37,37,10,4,28,0.2,1004,42,10,164,9,India
2018-05-05,44,34,0.0,13.2,10,60,11:39 PM,09:37 AM,05:38 AM,06:59 PM,12,40,40,39,9,3,20,0.0,1003,44,10,180,8,India
2018-05-06,42,36,0.0,13.2,9,53,No moonrise,10:26 AM,05:37 AM,06:59 PM,11,39,39,39,10,4,19,0.2,1003,42,10,71,9,India
2018-05-07,44,35,0.0,13.6,10,46,12:23 AM,11:18 AM,05:36 AM,07:00 PM,11,41,41,40,11,1,18,0.0,1002,44,10,325,9,India
2018-05-08,36,32,0.0,13.7,7,39,01:05 AM,12:10 PM,05:36 AM,07:01 PM,12,33,33,34,14,22,27,0.3,1003,36,10,238,12,India
2018-05-09,39,31,0.0,13.7,9,31,01:44 AM,01:04 PM,05:35 AM,07:01 PM,12,36,36,36,9,5,25,0.0,1005,39,10,186,8,India
2018-05-10,42,35,0.0,13.7,10,24,02:21 AM,01:59 PM,05:34 AM,07:02 PM,9,39,39,39,8,2,18,0.0,1006,42,10,227,7,India
2018-05-11,46,36,0.0,13.7,10,17,02:57 AM,02:54 PM,05:33 AM,07:02 PM,8,43,43,42,10,0,14,0.0,1002,46,10,229,9,India
2018-05-12,49,38,0.0,13.7,11,9,03:33 AM,03:52 PM,05:33 AM,07:03 PM,10,46,46,44,8,0,14,0.0,1001,49,10,137,7,India
2018-05-13,48,37,0.0,13.7,10,2,04:09 AM,04:51 PM,05:32 AM,07:04 PM,13,44,44,42,10,1,19,0.0,1001,48,10,172,9,India
2018-05-14,44,38,0.0,13.7,10,0,04:48 AM,05:54 PM,05:32 AM,07:04 PM,12,42,42,41,10,2,19,0.0,1002,44,10,91,9,India
2018-05-15,45,35,0.0,13.7,10,0,05:30 AM,06:58 PM,05:31 AM,07:05 PM,15,42,42,40,9,3,25,0.0,1001,45,10,108,7,India
2018-05-16,44,37,0.0,13.8,10,5,06:16 AM,08:03 PM,05:30 AM,07:05 PM,11,43,43,41,11,2,18,0.0,1000,44,10,224,9,India
2018-05-17,46,37,0.0,13.8,10,12,07:08 AM,09:09 PM,05:30 AM,07:06 PM,7,43,43,42,8,1,13,0.0,1000,46,10,233,7,India
2018-05-18,46,35,0.0,13.8,10,19,08:04 AM,10:12 PM,05:29 AM,07:07 PM,6,43,43,42,9,2,12,0.0,1000,46,10,142,8,India
2018-05-19,45,37,0.0,13.8,10,27,09:06 AM,11:11 PM,05:29 AM,07:07 PM,8,42,42,41,5,5,14,0.0,1000,45,10,237,5,India
2018-05-20,45,37,0.0,13.8,10,34,10:09 AM,No moonset,05:28 AM,07:08 PM,7,43,43,42,11,1,13,0.0,1001,45,10,329,10,India
2018-05-21,46,37,0.0,13.8,10,41,11:14 AM,12:03 AM,05:28 AM,07:08 PM,-0,43,43,42,13,0,7,0.0,1002,46,10,299,11,India
2018-05-22,49,38,0.0,13.8,11,48,12:16 PM,12:50 AM,05:27 AM,07:09 PM,3,47,47,44,8,0,8,0.0,1000,49,10,215,7,India
2018-05-23,51,39,0.0,13.8,11,56,01:18 PM,01:33 AM,05:27 AM,07:10 PM,4,47,47,45,8,3,9,0.0,999,51,10,75,7,India
2018-05-24,47,39,0.0,13.8,10,63,02:17 PM,02:12 AM,05:26 AM,07:10 PM,-1,45,45,43,11,1,7,0.0,999,47,10,255,9,India
2018-05-25,47,38,0.0,13.9,11,70,03:16 PM,02:49 AM,05:26 AM,07:11 PM,-4,46,46,44,8,0,5,0.0,999,47,10,275,7,India
